Price,Prop_type,Size,Bath,Bed,City,Division
700000,2,91,1,1,Lisboa, Santo António  
720000,2,91,1,1,Lisboa, Santo António  
539000,2,69,1,1,Lisboa, Santo António  
554000,2,72,1,1,Lisboa, Santo António  
550000,2,69,1,1,Lisboa, Santo António  
565000,2,72,1,1,Lisboa, Santo António  
561000,2,69,1,1,Lisboa, Santo António  
572000,2,69,1,1,Lisboa, Santo António  
577000,2,72,1,1,Lisboa, Santo António  
1084000,2,127,2,2,Lisboa, Santo António  
1560000,2,234,3,4,Lisboa, Misericórdia  
949000,2,174,2,2,Lisboa, Campo de Ourique  
598000,2,125,3,3,Lisboa, Arroios  
710000,2,97,3,2,Lisboa, Santa Maria Maior  
750000,2,85,1,2,Cascais, Carcavelos e Parede  
1050000,2,272,2,2,Lisboa, Marvila  
625000,2,62,1,1,Lisboa, Santo António  
525000,2,51,1,1,Lisboa, Santo António  
572000,2,59,1,1,Lisboa, Santo António  
1450000,2,155,2,3,Lisboa, Santo António  
1625000,2,168,2,3,Lisboa, Santo António  
590000,2,53,1,1,Lisboa, Santo António  
1250000,2,121,3,2,Lisboa, Santo António  
1325000,2,135,2,3,Lisboa, Santo António  
899000,2,206,2,4,Lisboa, Campo de Ourique  
560000,2,87,1,1,Lisboa, Avenidas Novas  
730000,2,89,2,2,Lisboa, Avenidas Novas  
735000,2,89,2,2,Lisboa, Avenidas Novas  
740000,2,89,2,2,Lisboa, Avenidas Novas  
745000,2,89,2,2,Lisboa, Avenidas Novas  
1020000,2,123,3,2,Lisboa, Avenidas Novas  
630000,2,65,0,1,Lisboa, Santo António  
736250,2,170,3,3,Lisboa, Areeiro  
850250,2,193,4,4,Lisboa, Areeiro  
864500,2,193,4,4,Lisboa, Areeiro  
883500,2,193,4,4,Lisboa, Areeiro  
902500,2,149,3,3,Lisboa, Areeiro  
560000,2,160,2,4,Lisboa, Arroios  
769000,2,128,2,4,Lisboa, Alcântara  
990000,2,204,4,5,Lisboa, Areeiro  
720000,2,133,3,3,Lisboa, Areeiro  
2250000,2,315,5,4,Lisboa, Penha de França  
1500000,2,415,6,5,Lisboa, Lumiar  
587500,2,160,1,4,Lisboa, Arroios  
950000,2,240,3,4,Lisboa, São Domingos de Benfica  
750000,2,110,2,2,Lisboa, São Vicente  
680000,2,150,2,3,Lisboa, Campo de Ourique  
1498000,2,162,5,4,Cascais, Cascais e Estoril  
795900,2,150,2,2,Lisboa, Avenidas Novas  
685000,2,119,2,2,Lisboa, Areeiro  
875000,2,145,3,3,Lisboa, Areeiro  
720000,2,119,2,2,Lisboa, Areeiro  
875000,2,143,3,3,Lisboa, Areeiro  
765000,2,125,2,2,Lisboa, Areeiro  
770000,2,126,2,2,Lisboa, Areeiro  
1400000,2,217,3,3,Lisboa, Areeiro  
1270000,2,195,2,2,Lisboa, Areeiro  
1543000,2,162,5,4,Cascais, Cascais e Estoril  
1650000,2,164,5,4,Cascais, Cascais e Estoril  
670000,2,90,1,1,Lisboa, Avenidas Novas  
750000,2,107,2,3,Lisboa, Santa Maria Maior  
520000,2,130,2,3,Odivelas, Odivelas  
565000,2,130,2,3,Odivelas, Odivelas  
540000,2,94,2,2,Lisboa, Misericórdia  
750000,2,264,3,0,Oeiras, Algés
788000,2,107,3,2,Lisboa, Santa Maria Maior  
700500,2,72,1,2,Lisboa, Misericórdia  
572000,2,137,3,3,Lisboa, Olivais  
592000,2,137,3,3,Lisboa, Olivais  
612000,2,137,3,3,Lisboa, Olivais  
632000,2,137,3,3,Lisboa, Olivais  
880000,2,175,3,3,Lisboa, Olivais  
1300000,2,201,3,3,Cascais, Cascais e Estoril  
853000,2,160,2,1,Lisboa, Misericórdia  
1222000,2,224,3,2,Lisboa, Misericórdia  
1190000,2,225,3,3,Lisboa, Misericórdia  
740800,2,77,1,2,Lisboa, Misericórdia  
730200,2,77,1,2,Lisboa, Misericórdia  
660000,2,140,2,4,Lisboa, Alvalade  
990000,2,236,4,4,Lisboa, Santa Maria Maior  
550000,2,115,2,2,Lisboa, Alvalade  
560000,2,70,2,2,Lisboa, Misericórdia  
1000000,2,136,4,4,Lisboa, Santa Maria Maior  
1800000,2,241,2,4,Lisboa, Santo António  
605000,2,104,2,2,Cascais, Cascais e Estoril  
595000,2,104,2,2,Cascais, Cascais e Estoril  
1495000,2,283,5,5,Lisboa, Lumiar  
725000,2,93,1,2,Lisboa, Campolide  
775000,2,102,1,2,Lisboa, Campolide  
725000,2,92,1,2,Lisboa, Campolide  
700000,2,92,1,2,Lisboa, Campolide  
725000,2,85,1,2,Lisboa, Campolide  
795000,2,86,1,2,Lisboa, Campolide  
735000,2,92,1,2,Lisboa, Campolide  
710000,2,92,1,2,Lisboa, Campolide  
895000,2,92,1,2,Lisboa, Campolide  
1300000,2,135,1,3,Lisboa, Campolide  
670000,2,80,2,2,Lisboa, Arroios  
950000,2,160,2,2,Lisboa, Campo de Ourique  
525000,2,137,6,5,Lisboa, Arroios  
1150000,2,144,3,4,Lisboa, Avenidas Novas  
996000,2,189,3,3,Lisboa, Santo António  
501000,2,100,3,3,Lisboa, Santa Maria Maior  
500000,2,70,2,1,Lisboa, Misericórdia  
780000,2,110,2,3,Lisboa, Avenidas Novas  
676500,2,51,2,1,Lisboa, Santo António  
555500,2,37,1,1,Lisboa, Santo António  
1850000,2,431,6,7,Lisboa, Avenidas Novas  
515000,2,68,2,1,Lisboa, Arroios  
1300000,2,246,5,5,Lisboa, Belém  
550000,2,143,3,7,Lisboa, Arroios  
1750000,2,173,3,4,Lisboa, Avenidas Novas  
879570,2,219,4,4,Oeiras, Algés
634100,2,137,3,3,Oeiras, Algés
597700,2,143,3,3,Oeiras, Algés
624000,2,145,3,3,Oeiras, Algés
647100,2,145,3,3,Oeiras, Algés
864240,2,218,4,4,Oeiras, Algés
658000,2,143,3,3,Oeiras, Algés
647670,2,147,3,3,Oeiras, Algés
859015,2,219,4,4,Oeiras, Algés
664100,2,146,3,3,Oeiras, Algés
695100,2,182,3,3,Oeiras, Algés
709600,2,181,3,3,Oeiras, Algés
642630,2,147,3,3,Oeiras, Algés
849015,2,219,0,4,Oeiras, Algés
678855,2,147,3,3,Oeiras, Algés
688410,2,149,3,3,Oeiras, Algés
594100,2,147,3,3,Oeiras, Algés
632445,2,146,3,3,Oeiras, Algés
515000,2,57,1,1,Lisboa, Santo António  
530000,2,57,1,1,Lisboa, Santo António  
854240,2,218,4,4,Oeiras, Algés
790000,2,161,3,3,Oeiras, Oeiras e São Julião da Barra
510000,2,51,1,1,Lisboa, Avenidas Novas  
630000,2,170,3,3,Oeiras, Oeiras e São Julião da Barra
645000,2,167,3,3,Oeiras, Oeiras e São Julião da Barra
660000,2,162,3,3,Oeiras, Oeiras e São Julião da Barra
610000,2,144,2,3,Oeiras, Oeiras e São Julião da Barra
620000,2,144,2,3,Oeiras, Oeiras e São Julião da Barra
560000,2,144,2,3,Oeiras, Oeiras e São Julião da Barra
630000,2,144,2,3,Oeiras, Oeiras e São Julião da Barra
640000,2,162,3,3,Oeiras, Oeiras e São Julião da Barra
660000,2,162,4,3,Oeiras, Oeiras e São Julião da Barra
660000,2,167,3,3,Oeiras, Oeiras e São Julião da Barra
585000,2,96,2,3,Lisboa, São Vicente  
1061500,2,247,3,5,Lisboa, Lumiar  
2550000,2,501,6,5,Lisboa, Areeiro  
750000,2,150,3,3,Lisboa, Lumiar  
650000,2,314,3,3,Oeiras, Oeiras e São Julião da Barra
725000,2,96,2,2,Lisboa, Santo António  
925000,2,109,1,2,Lisboa, Alcântara  
2500000,2,179,1,3,Lisboa, Belém  
1800000,2,145,3,2,Lisboa, Misericórdia  
759500,2,196,4,4,Oeiras, Algés
652900,2,167,3,3,Oeiras, Algés
761500,2,196,4,4,Oeiras, Algés
832600,2,216,4,4,Oeiras, Algés
1150000,2,178,5,3,Lisboa, Estrela  
1250000,2,132,2,3,Lisboa, Estrela  
540000,2,140,2,2,Lisboa, Ajuda  
2800000,2,489,5,4,Cascais, Cascais e Estoril  
2800000,2,459,5,4,Cascais, Cascais e Estoril  
1460000,2,430,3,2,Cascais, Cascais e Estoril  
2800000,2,489,4,4,Cascais, Cascais e Estoril  
2800000,2,267,4,4,Cascais, Cascais e Estoril  
2800000,2,459,0,4,Cascais, Cascais e Estoril  
2700000,2,450,4,4,Cascais, Cascais e Estoril  
1250000,2,213,4,5,Lisboa, Lumiar  
653000,2,98,2,2,Lisboa, Estrela  
1280000,2,183,2,4,Lisboa, Santa Maria Maior  
550375,2,65,1,1,Lisboa, Misericórdia  
511525,2,62,1,1,Lisboa, Misericórdia  
542925,2,58,1,1,Lisboa, Misericórdia  
504450,2,54,1,1,Lisboa, Misericórdia  
545775,2,58,1,1,Lisboa, Misericórdia  
548783,2,59,1,1,Lisboa, Misericórdia  
507458,2,54,1,1,Lisboa, Misericórdia  
1400000,2,175,4,3,Lisboa, Santa Maria Maior  
980000,2,125,2,2,Lisboa, Santa Maria Maior  
850000,2,131,4,3,Lisboa, São Domingos de Benfica  
580000,2,110,2,4,Lisboa, Alvalade  
4250000,2,371,9,5,Lisboa, Estrela  
940000,2,122,3,2,Lisboa, Campo de Ourique  
650000,2,327,3,4,Odivelas, Odivelas  
889000,2,315,2,3,Lisboa, Lumiar  
630000,2,126,3,2,Lisboa, Arroios  
1200000,2,286,3,5,Lisboa, São Domingos de Benfica  
755000,2,127,1,3,Lisboa, Lumiar  
820000,2,162,0,4,Lisboa, Lumiar  
755000,2,127,0,3,Lisboa, Lumiar  
895000,2,162,0,4,Lisboa, Lumiar  
895000,2,162,2,4,Lisboa, Lumiar  
650000,2,202,2,3,Oeiras, Barcarena  
661500,2,202,2,3,Oeiras, Barcarena  
664000,2,122,2,2,Lisboa, Alvalade  
664000,2,134,3,2,Lisboa, Alvalade  
850000,2,109,2,2,Lisboa, Parque das Nações  
999900,2,230,1,4,Lisboa, Belém  
750000,2,86,0,2,Lisboa, Santo António  
664000,2,134,2,2,Lisboa, Alvalade  
2486400,2,519,7,6,Lisboa, Avenidas Novas  
750000,2,124,1,4,Lisboa, Areeiro  
995000,2,224,3,2,Cascais, Cascais e Estoril  
995000,2,243,3,2,Cascais, Cascais e Estoril  
1650000,2,418,4,3,Cascais, Cascais e Estoril  
1260000,2,251,4,3,Cascais, Cascais e Estoril  
1750000,2,352,5,4,Cascais, Cascais e Estoril  
2525000,2,370,4,4,Lisboa, Belém  
1975000,2,279,4,4,Lisboa, Belém  
1925000,2,279,4,4,Lisboa, Belém  
2425000,2,370,4,4,Lisboa, Belém  
2125000,2,282,4,4,Lisboa, Belém  
2325000,2,287,4,4,Lisboa, Belém  
2025000,2,282,4,4,Lisboa, Belém  
1950000,2,282,4,4,Lisboa, Belém  
2225000,2,287,4,4,Lisboa, Belém  
2125000,2,287,4,4,Lisboa, Belém  
1275000,2,370,4,4,Lisboa, Belém  
955000,2,114,4,3,Lisboa, Parque das Nações  
950000,2,230,3,4,Lisboa, Areeiro  
970000,2,169,3,3,Lisboa, São Vicente  
560000,2,119,2,2,Oeiras, Oeiras e São Julião da Barra
540000,2,119,2,2,Oeiras, Oeiras e São Julião da Barra
780000,2,190,2,2,Lisboa, Santa Maria Maior  
995000,2,191,3,3,Lisboa, São Vicente  
752000,2,177,0,3,Oeiras, Algés
649000,2,288,3,3,Odivelas, Odivelas  
640000,2,145,2,3,Lisboa, Parque das Nações  
500000,2,106,1,2,Lisboa, Campo de Ourique  
780000,2,106,2,2,Lisboa, São Vicente  
760000,2,151,3,3,Lisboa, Areeiro  
550000,2,68,1,1,Lisboa, Misericórdia  
950000,2,216,3,5,Lisboa, Parque das Nações  
897000,2,288,4,4,Lisboa, Olivais  
550000,2,82,1,1,Lisboa, Parque das Nações  
500000,2,101,1,2,Lisboa, Santa Maria Maior  
505000,2,100,1,2,Lisboa, Santa Maria Maior  
935000,2,167,2,4,Lisboa, Santa Maria Maior  
850000,2,211,6,5,Lisboa, São Domingos de Benfica  
1500000,2,240,4,4,Lisboa, Lumiar  
960000,2,159,4,4,Cascais, Cascais e Estoril  
850000,2,86,3,2,Lisboa, Misericórdia  
750000,2,150,2,3,Lisboa, Campolide  
515000,2,165,2,3,Lisboa, Arroios  
887000,2,284,4,4,Lisboa, Olivais  
948000,2,296,4,5,Lisboa, Olivais  
907000,2,287,4,4,Lisboa, Olivais  
853000,2,160,1,1,Lisboa, Misericórdia  
235000,1,211,3,3,Guimarães, São Cristóvão (Selho)  
289000,1,264,0,4,Amares, Barreiros  
57500,1,76,1,3,Vieira do Minho, Vieira do Minho  
140000,1,144,0,4,Vieira do Minho, Mosteiro  
385000,1,483,3,3,Barcelos, Campo e Tamel (São Pedro Fins)  
430000,1,332,0,3,Braga, Palmeira  
210000,1,198,2,3,Celorico de Basto, Canedo de Basto e Corgo  
375000,1,221,4,3,Braga, Nogueiró e Tenões  
146000,1,100,1,2,Guimarães, Azurém  
750000,1,490,6,4,Vila Nova de Famalicão, Santa Maria Oliveira  
58000,1,59,0,0,Amares, Bouro (Santa Marta)  
289900,1,212,3,5,Guimarães, Conde e Gandarela  
229000,1,295,3,3,Fafe, Armil  
200000,1,98,2,3,Guimarães, Serzedo e Calvos  
245000,1,207,3,4,Guimarães, Prazins Santo Tirso e Corvite  
280000,1,280,3,3,Guimarães, Candoso São Tiago e Mascotelos  
49990,1,69,0,0,Amares, Vilela
185000,1,84,3,5,Barcelos, Várzea  
295000,1,140,3,3,Esposende, Belinho e Mar  
290000,1,135,3,3,Esposende, Belinho e Mar  
105000,1,60,1,2,Vila Nova de Famalicão, Avidos e Lagoa  
245000,1,289,4,4,Braga, Este (São Pedro e São Mamede)  
2000000,1,240,3,5,Esposende, Apúlia e Fão  
1999990,1,452,8,5,Guimarães, Briteiros São Salvador e Briteiros Santa Leocádia  
145000,1,100,1,2,Guimarães, Sande Vila Nova e Sande São Clemente  
265000,1,270,0,3,Póvoa de Lanhoso, Póvoa de Lanhoso (Nossa Senhora do Amparo)  
120000,1,130,0,4,Braga, Merelim (São Paio)
107000,1,63,1,2,Guimarães, Infantas  
275000,1,240,4,3,Guimarães, Ponte  
480000,1,270,4,3,Braga, Este (São Pedro e São Mamede)  
189900,1,120,0,3,Braga, Merelim (São Paio)
279900,1,159,3,3,Póvoa de Lanhoso, Póvoa de Lanhoso (Nossa Senhora do Amparo)  
249900,1,300,0,4,Vila Verde, Cabanelas  
235900,1,400,2,4,Póvoa de Lanhoso, Águas Santas e Moure  
324900,1,136,3,3,Amares, Ferreiros
420000,1,152,4,3,Braga, Nogueiró e Tenões  
190000,1,132,4,3,Vieira do Minho, Ventosa e Cova  
150000,1,140,2,4,Guimarães, Ronfe  
890000,1,480,7,4,Guimarães, Barco  
630000,1,231,3,3,Guimarães, Polvoreira  
330000,1,260,4,5,Guimarães, Oliveira
149900,1,92,3,5,Vila Nova de Famalicão, Vila Nova de Famalicão e Calendário  
199000,1,3282,2,5,Vila Verde, Ribeira do Neiva  
260000,1,143,2,3,Braga, Real
171000,1,95,1,2,Guimarães, Ronfe  
290000,1,298,3,4,Vila Nova de Famalicão, Ribeirão  
1990000,1,300,14,11,Amares, Amares e Figueiredo  
225000,1,308,0,3,Vila Verde, Cabanelas  
120000,1,308,0,3,Vila Verde, Cabanelas  
539900,1,267,0,4,Póvoa de Lanhoso, Vilela  
1100000,1,260,4,4,Guimarães, Gonça  
375000,1,267,4,3,Fafe, Estorãos  
208000,1,94,2,2,Póvoa de Lanhoso, Taíde  
220000,1,823,1,3,Vila Verde, Ribeira do Neiva  
185000,1,262,3,3,Vila Nova de Famalicão, Santa Maria Oliveira  
372000,1,195,3,5,Barcelos, Barcelos
120000,1,53,1,1,Póvoa de Lanhoso, Taíde  
110000,1,68,2,3,Celorico de Basto, Ribas  
20000,1,46,0,1,Vila Verde, Aboim da Nóbrega e Gondomar  
300000,1,194,3,3,Vila Nova de Famalicão, Gavião  
400000,1,207,4,4,Vila Nova de Famalicão, Gavião  
350000,1,194,4,3,Vila Nova de Famalicão, Gavião  
340000,1,194,4,3,Vila Nova de Famalicão, Gavião  
295000,1,205,4,4,Braga, Gualtar  
175000,1,92,1,2,Vila Nova de Famalicão, Vermoim  
230000,1,150,2,3,Amares, Amares e Figueiredo  
289000,1,123,3,3,Vila Nova de Famalicão, Delães  
179000,1,140,0,4,Vila Nova de Famalicão, Carreira e Bente  
430000,1,178,2,3,Barcelos, Várzea  
145000,1,144,2,3,Braga, Real
260000,1,130,0,3,Guimarães, Polvoreira  
249000,1,156,2,3,Guimarães, Selho São Lourenço e Gominhães  
299000,1,234,3,3,Póvoa de Lanhoso, Vilela  
269900,1,144,3,3,Amares, Carrazedo  
630000,1,266,2,6,Guimarães, Creixomil  
210000,1,178,0,3,Barcelos, Alheira e Igreja Nova  
150000,1,101,2,3,Fafe, Freitas e Vila Cova  
324000,1,162,2,3,Guimarães, Azurém  
172000,1,112,2,5,Fafe, Antime e Silvares (São Clemente)  
520000,1,234,4,3,Vieira do Minho, Ventosa e Cova  
110000,1,53,0,1,Póvoa de Lanhoso, Taíde  
299000,1,147,0,3,Póvoa de Lanhoso, Taíde  
210000,1,332,4,3,Fafe, São Martinho (Silvares)  
299000,1,220,2,4,Braga, Lomar e Arcos  
269990,1,211,3,4,Guimarães, Abação e Gémeos  
129900,1,84,2,1,Fafe, Fafe  
1160000,1,600,5,5,Fafe, Arões (São Romão)  
214000,1,105,2,5,Guimarães, Ronfe  
37490,1,44,0,2,Guimarães, Abação e Gémeos  
47490,1,73,0,2,Guimarães, Abação e Gémeos  
400000,1,180,3,4,Braga, Nogueira
25000,1,35,0,0,Vila Verde, Ribeira do Neiva  
70000,1,177,0,0,Vila Verde, Prado (São Miguel)  
350000,1,165,3,3,Braga, Real
265000,1,241,0,3,Celorico de Basto, Basto (São Clemente)  
439000,1,274,0,2,Esposende, Apúlia e Fão  
250000,1,198,1,4,Póvoa de Lanhoso, Póvoa de Lanhoso (Nossa Senhora do Amparo)  
315000,1,208,3,3,Vila Verde, Soutelo  
150000,1,160,1,3,Celorico de Basto, Britelo
269000,1,382,3,3,Vila Nova de Famalicão, Avidos e Lagoa  
99000,1,120,3,3,Guimarães, Pinheiro  
160000,1,95,2,3,Guimarães, Azurém  
130000,1,60,2,3,Guimarães, Ronfe  
200000,1,67,0,1,Vizela, Tagilde e Vizela (São Paio)  
199900,1,156,2,3,Fafe, Arões (Santa Cristina)  
230000,1,250,3,4,Fafe, Fafe  
495000,1,241,8,4,Celorico de Basto, Ribas  
179999,1,136,3,3,Vila Nova de Famalicão, Bairro  
530000,1,256,3,4,Guimarães, Azurém  
499000,1,202,4,3,Guimarães, Azurém  
36500,1,81,1,2,Póvoa de Lanhoso, Fonte Arcada e Oliveira  
160000,1,80,0,2,Barcelos, Arcozelo  
350000,1,183,3,4,Barcelos, Barcelos
399000,1,200,4,3,Guimarães, Selho São Lourenço e Gominhães  
139000,1,97,0,3,Póvoa de Lanhoso, Taíde  
59900,1,30,0,1,Póvoa de Lanhoso, Campos e Louredo  
77000,1,45,0,1,Guimarães, Creixomil  
297500,1,287,3,4,Vila Nova de Famalicão, Ribeirão  
440000,1,256,0,4,Póvoa de Lanhoso, Póvoa de Lanhoso (Nossa Senhora do Amparo)  
220000,1,221,0,4,Guimarães, Lordelo  
329000,1,336,3,3,Guimarães, Urgezes  
150500,1,90,2,2,Vila Nova de Famalicão, Riba de Ave  
225000,1,210,0,3,Vila Verde, Prado (São Miguel)  
495000,1,221,3,4,Guimarães, Fermentões  
160000,1,145,1,4,Amares, Ferreiros
489000,1,215,3,3,Braga, Nogueira
370000,1,230,3,4,Amares, Lago  
620000,1,320,4,4,Braga, Este (São Pedro e São Mamede)  
37500,1,55,1,3,Póvoa de Lanhoso, Esperança e Brunhais  
350000,1,256,0,5,Esposende, Belinho e Mar  
158000,1,216,3,3,Celorico de Basto, Basto (São Clemente)  
245000,1,152,3,4,Póvoa de Lanhoso, Fonte Arcada e Oliveira  
295000,1,294,2,3,Barcelos, Viatodos
176000,1,105,2,4,Barcelos, Negreiros e Chavão  
600000,1,902,0,5,Esposende, Apúlia e Fão  
135000,1,105,2,4,Barcelos, Negreiros e Chavão  
129500,1,292,2,3,Barcelos, Lama  
145000,1,185,2,4,Guimarães, Aldão  
86150,1,127,3,4,Vila Verde, Ponte  
359000,1,193,4,3,Guimarães, São Jorge (Selho)  
145000,1,137,2,3,Vila Nova de Famalicão, Landim  
107000,1,94,2,3,Celorico de Basto, Basto (São Clemente)  
192000,1,168,3,3,Vila Nova de Famalicão, Vila Nova de Famalicão e Calendário  
295000,1,171,3,3,Braga, Priscos  
40000,1,163,2,3,Guimarães, Tabuadelo e São Faustino  
170000,1,110,2,3,Guimarães, Tabuadelo e São Faustino  
280000,1,132,3,6,Guimarães, Tabuadelo e São Faustino  
160000,1,154,1,3,Guimarães, Airão Santa Maria
155000,1,119,2,3,Guimarães, Silvares  
162000,1,110,2,3,Guimarães, Creixomil  
379000,1,183,3,3,Braga, Gualtar  
140000,1,104,1,2,Barcelos, Macieira de Rates  
125000,1,252,3,4,Barcelos, Panque  
285000,1,150,2,3,Vila Nova de Famalicão, Mogege  
36500,1,114,1,2,Fafe, Armil  
99900,1,160,2,3,Vila Verde, Marrancos e Arcozelo  
125000,1,64,1,2,Póvoa de Lanhoso, Covelas  
95000,1,141,0,2,Fafe, Quinchães  
200000,1,149,0,6,Fafe, Vinhós  
185000,1,165,3,3,Vila Nova de Famalicão, Fradelos  
320000,1,358,3,3,Vila Verde, Vila de Prado  
455000,1,415,4,3,Braga, Palmeira  
89900,1,100,1,2,Braga, Celeirós
475000,1,416,4,3,Braga, Palmeira  
475000,1,415,4,3,Braga, Palmeira  
475000,1,435,4,3,Braga, Palmeira  
475000,1,300,4,3,Braga, Palmeira  
475000,1,401,4,3,Braga, Palmeira  
475000,1,352,4,3,Braga, Palmeira  
475000,1,405,4,3,Braga, Palmeira  
455000,1,435,4,3,Braga, Palmeira  
455000,1,401,4,3,Braga, Palmeira  
455000,1,300,4,3,Braga, Palmeira  
79990,1,48,2,2,Guimarães, Fermentões  
589900,1,212,6,4,Esposende, Apúlia e Fão  
125000,1,43,1,0,Guimarães, Creixomil  
75000,1,42,1,1,Cabeceiras de Basto, Refojos de Basto
299000,1,220,3,3,Guimarães, Airão Santa Maria
430000,1,372,3,3,Guimarães, Tabuadelo e São Faustino  
59900,1,183,2,2,Terras de Bouro, Carvalheira  
62000,1,55,1,3,Vila Nova de Famalicão, Pedome  
259900,1,160,3,3,Vila Verde, Vila de Prado  
419000,1,350,0,4,Póvoa de Lanhoso, Póvoa de Lanhoso (Nossa Senhora do Amparo)  
639500,1,300,0,3,Póvoa de Lanhoso, Póvoa de Lanhoso (Nossa Senhora do Amparo)  
57400,1,162,0,0,Vieira do Minho, Anissó e Soutelo  
279800,1,160,0,3,Guimarães, Ponte  
295000,1,148,4,4,Braga, Tadim  
159900,1,144,0,3,Guimarães, Creixomil  
280000,1,212,2,3,Fafe, Medelo  
119000,1,160,2,3,Cabeceiras de Basto, Refojos de Basto
799000,1,572,5,4,Guimarães, Sande Vila Nova e Sande São Clemente  
77400,1,100,0,0,Póvoa de Lanhoso, Serzedelo  
199900,1,104,1,3,Terras de Bouro, Valdosende  
200000,1,210,3,5,Guimarães, Moreira de Cónegos  
117000,1,109,2,3,Vila Nova de Famalicão, Riba de Ave  
649900,1,374,3,3,Braga, Vilaça e Fradelos  
190000,1,111,1,2,Terras de Bouro, Vilar da Veiga  
385000,1,470,5,4,Guimarães, Sande São Lourenço e Balazar  
106500,1,69,0,2,Guimarães, Costa  
650000,1,135,0,3,Barcelos, Arcozelo  
200000,1,176,2,4,Póvoa de Lanhoso, Póvoa de Lanhoso (Nossa Senhora do Amparo)  
149500,1,41,2,2,Guimarães, Oliveira
460000,1,380,4,3,Barcelos, Paradela  
639900,1,236,5,6,Braga, Este (São Pedro e São Mamede)  
127900,1,84,0,3,Amares, Amares e Figueiredo  
290000,1,108,4,3,Guimarães, Briteiros Santo Estêvão e Donim  
175000,1,100,3,5,Guimarães, Tabuadelo e São Faustino  
465000,1,224,5,5,Celorico de Basto, Britelo
56500,1,60,0,2,Cabeceiras de Basto, Arco de Baúlhe e Vila Nune  
225000,1,168,3,3,Póvoa de Lanhoso, Águas Santas e Moure  
225000,1,54,1,2,Celorico de Basto, Britelo
279500,1,230,4,4,Guimarães, Fermentões  
219900,1,117,0,3,Amares, Amares e Figueiredo  
279000,1,267,4,3,Braga, Palmeira  
55000,1,83,1,2,Barcelos, Fragoso  
375000,1,210,2,3,Vila Verde, Lage  
224900,1,174,0,4,Vila Nova de Famalicão, Santa Maria Oliveira  
152500,1,96,2,3,Guimarães, Moreira de Cónegos  
195000,1,154,3,4,Póvoa de Lanhoso, Fonte Arcada e Oliveira  
625000,1,178,3,3,Esposende, Antas  
143000,1,120,2,4,Guimarães, Urgezes  
169900,1,76,2,2,Braga, Real
249900,1,163,3,3,Póvoa de Lanhoso, Esperança e Brunhais  
150000,1,100,1,3,Barcelos, Barcelos
267000,1,201,2,6,Cabeceiras de Basto, Refojos de Basto
129000,1,60,0,5,Cabeceiras de Basto, Arco de Baúlhe e Vila Nune  
89900,1,62,0,3,Guimarães, Abação e Gémeos  
299900,1,157,4,4,Terras de Bouro, Chamoim e Vilar  
137500,1,85,2,3,Guimarães, Azurém  
320000,1,285,4,5,Braga, Gualtar  
324900,1,100,1,5,Póvoa de Lanhoso, Galegos  
265000,1,130,2,3,Guimarães, Mesão Frio  
129900,1,134,0,2,Vila Verde, Loureira  
300000,1,192,3,4,Terras de Bouro, Vilar da Veiga  
43000,1,180,0,3,Vila Verde, Coucieiro  
88500,1,89,1,2,Vila Verde, Oriz (Santa Marinha) e Oriz (São Miguel)  
328000,1,203,5,4,Guimarães, Candoso São Tiago e Mascotelos  
398500,1,267,3,4,Vila Nova de Famalicão, Vale (São Cosme)
110000,1,57,1,3,Guimarães, Mesão Frio  
152500,1,63,2,2,Guimarães, Creixomil  
349500,1,237,3,3,Vila Nova de Famalicão, Antas e Abade de Vermoim  
90000,1,134,1,2,Vieira do Minho, Eira Vedra  
220500,1,200,4,4,Cabeceiras de Basto, Arco de Baúlhe e Vila Nune  
365000,1,60,1,3,Cabeceiras de Basto, Arco de Baúlhe e Vila Nune  
350000,1,150,0,5,Vila Nova de Famalicão, Joane  
219900,1,187,2,3,Amares, Carrazedo  
292500,1,294,5,3,Vila Nova de Famalicão, Joane  
285000,1,163,3,3,Guimarães, Azurém  
95000,1,161,2,3,Vila Nova de Famalicão, Lemenhe
267000,1,206,4,4,Guimarães, Creixomil  
70000,1,96,0,2,Guimarães, Oliveira
129900,1,92,1,2,Vila Nova de Famalicão, Antas e Abade de Vermoim  
114900,1,117,1,2,Braga, Sequeira  
350000,1,175,4,4,Braga, Palmeira  
180000,1,240,2,4,Fafe, São Martinho (Silvares)  
255000,1,165,3,4,Vila Nova de Famalicão, Castelões  
170000,1,142,3,3,Guimarães, Oliveira
394900,1,160,2,3,Guimarães, Brito  
320000,1,165,5,4,Guimarães, Creixomil  
349900,1,349,0,3,Braga, Crespos e Pousada  
280000,1,8000,2,3,Fafe, Armil  
145000,1,60,0,2,Barcelos, Quintiães e Aguiar  
67500,1,68,1,2,Cabeceiras de Basto, Faia  
149900,1,104,1,2,Amares, Fiscal  
152000,1,117,1,3,Terras de Bouro, Cibões e Brufe  
107000,1,122,2,2,Braga, Cabreiros e Passos (São Julião)  
270000,1,167,3,3,Guimarães, Airão Santa Maria
35000,1,106,1,3,Cabeceiras de Basto, Rio Douro  
549990,1,410,5,4,Guimarães, Selho São Lourenço e Gominhães  
228900,1,108,2,3,Guimarães, Brito  
66500,1,63,0,2,Fafe, Cepães e Fareja  
86500,1,270,0,3,Fafe, Cepães e Fareja  
