,Price,Address,Prop_type,Size,Bath,Bed
146, 160 000 € ," Lisboa -   Sintra, Queluz e Belas  ",Condo/Apartment,  62 m2 ,  1 ,  2 
147, 229 000 € ," Lisboa -   Lisboa, Penha de França  ",Condo/Apartment,  71 m2 ,  1 ,  2 
148, 248 000 € ," Lisboa -   Sintra, Algueirão-Mem Martins  ",Condo/Apartment,  103 m2 ,  2 ,  4 
149, 136 000 € ," Lisboa -   Amadora, Falagueira - Venda Nova  ",Condo/Apartment,  39 m2 ,  1 ,  1 
150, 225 000 € ," Lisboa -   Mafra, Venda do Pinheiro e Santo Estêvão das Galés  ",Condo/Apartment,  99 m2 ,  1 ,  2 
151, 148 000 € ," Lisboa -   Odivelas, Odivelas  ",Condo/Apartment,  50 m2 ,  1 ,  1 
152, 188 000 € ," Lisboa -   Odivelas, Odivelas  ",Condo/Apartment,  80 m2 ,  2 ,  3 
153, 198 000 € ," Lisboa -   Odivelas, Odivelas  ",Condo/Apartment,  80 m2 ,  1 ,  3 
154, 189 000 € ," Lisboa -   Oeiras, Algés, Linda-a-Velha e Cruz Quebrada-Dafundo  ",Condo/Apartment,  74 m2 ,  1 ,  2 
155, 220 000 € ," Lisboa -   Lisboa, Alcântara  ",Condo/Apartment,  62 m2 ,  1 ,  2 
156, 185 000 € ," Lisboa -   Loures, Santa Iria de Azoia, São João da Talha e Bobadela  ",Condo/Apartment,  70 m2 ,  1 ,  2 
157, 110 000 € ," Lisboa -   Loures, Camarate, Unhos e Apelação  ",Condo/Apartment,  60 m2 ,  1 ,  2 
158, 196 000 € ," Lisboa -   Oeiras, Oeiras e São Julião da Barra, Paço de Arcos e Caxias  ",Condo/Apartment,  49 m2 ,  1 ,  1 
159, 165 000 € ," Lisboa -   Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa  ",Condo/Apartment,  86 m2 ,  2 ,  2 
160, 145 000 € ," Lisboa -   Amadora, Venteira  ",Condo/Apartment,  65 m2 ,  1 ,  2 
161, 140 000 € ," Lisboa -   Lourinhã, Lourinhã e Atalaia  ",Condo/Apartment,  89 m2 ,  2 ,  3 
162, 145 000 € ," Lisboa -   Sintra, Algueirão-Mem Martins  ",Condo/Apartment,  50 m2 ,  1 ,  2 
163, 165 000 € ," Lisboa -   Sintra, Algueirão-Mem Martins  ",Condo/Apartment,  75 m2 ,  1 ,  2 
164, 135 000 € ," Lisboa -   Sintra, Agualva e Mira-Sintra  ",Condo/Apartment,  66 m2 ,  1 ,  2 
165, 165 000 € ," Lisboa -   Sintra, Cacém e São Marcos  ",Condo/Apartment,  75 m2 ,  1 ,  2 
166, 199 500 € ," Lisboa -   Sintra, Queluz e Belas  ",Condo/Apartment,  115 m2 ,  2 ,  3 
167, 159 000 € ," Lisboa -   Sintra, Queluz e Belas  ",Condo/Apartment,  96 m2 ,  1 ,  2 
168, 140 000 € ," Lisboa -   Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa  ",Condo/Apartment,  62 m2 ,  1 ,  2 
169, 160 000 € ," Lisboa -   Sintra, Rio de Mouro  ",Condo/Apartment,  94 m2 ,  2 ,  2 
170, 227 000 € ," Lisboa -   Torres Vedras, Turcifal  ",Condo/Apartment,  99 m2 ,  1 ,  2 
171, 188 500 € ," Lisboa -   Lisboa, Santa Maria Maior  ",Condo/Apartment,  27 m2 ,  1 ,  0 
172, 118 000 € ," Lisboa -   Vila Franca de Xira, Alverca do Ribatejo e Sobralinho  ",Condo/Apartment,  62 m2 ,  1 ,  1 
173, 160 000 € ," Lisboa -   Loures, Santo António dos Cavaleiros e Frielas  ",Condo/Apartment,  65 m2 ,  1 ,  2 
