Size,Bath,Bed,City_Cascais,City_Lisboa,City_Other,City_Porto,City_Sintra,good_prop
136,3,2,0,0,1,0,0,0
116,3,2,0,0,1,0,0,0
126,2,3,0,0,1,0,0,1
85,1,2,0,0,1,0,0,1
140,2,4,0,0,1,0,0,1
158,2,3,0,0,1,0,0,1
88,1,1,0,0,1,0,0,1
117,2,3,0,0,1,0,0,1
99,2,3,0,0,1,0,0,1
112,2,4,0,0,1,0,0,1
105,3,4,0,0,0,1,0,0
96,1,2,0,0,0,1,0,1
70,1,1,0,0,1,0,0,1
42,1,1,0,0,0,1,0,1
102,2,3,0,0,1,0,0,1
137,2,3,0,0,1,0,0,1
103,2,2,0,0,1,0,0,1
34,1,1,0,0,0,1,0,1
125,2,4,0,0,0,1,0,1
57,1,1,0,0,1,0,0,0
134,2,3,0,0,1,0,0,1
79,1,2,0,0,1,0,0,1
158,3,3,0,0,1,0,0,0
160,3,3,0,0,1,0,0,0
159,2,3,0,0,1,0,0,1
113,2,3,0,0,1,0,0,1
81,1,1,0,0,1,0,0,0
84,2,2,0,0,1,0,0,1
143,2,3,0,0,1,0,0,1
222,3,4,0,0,1,0,0,1
113,2,3,0,0,1,0,0,1
79,1,2,0,0,1,0,0,0
86,2,3,0,0,1,0,0,1
151,3,4,0,0,0,1,0,0
117,2,3,0,0,0,1,0,1
139,2,3,0,0,1,0,0,1
82,1,2,0,0,1,0,0,1
92,2,2,0,0,1,0,0,1
117,2,3,0,0,1,0,0,0
145,1,3,0,0,1,0,0,1
172,2,3,0,0,1,0,0,1
140,2,3,0,0,0,1,0,0
64,1,1,0,0,0,1,0,1
55,1,1,0,0,1,0,0,0
137,2,3,0,0,1,0,0,1
78,1,2,0,0,1,0,0,1
115,1,1,0,0,0,1,0,1
107,2,2,0,0,1,0,0,1
123,2,3,0,0,0,1,0,1
56,1,1,0,0,0,1,0,0
148,2,3,0,0,1,0,0,1
104,2,4,0,0,1,0,0,1
50,1,1,0,0,1,0,0,1
92,1,2,0,0,1,0,0,1
53,1,2,0,0,1,0,0,0
81,1,2,0,0,1,0,0,0
170,3,4,0,0,0,1,0,0
90,1,2,0,0,1,0,0,1
262,5,6,0,0,0,1,0,0
110,3,2,0,0,1,0,0,0
163,3,3,0,0,1,0,0,0
111,2,2,0,0,1,0,0,0
233,3,4,0,0,1,0,0,0
38,1,1,0,0,0,1,0,0
121,2,3,0,0,1,0,0,1
110,2,3,0,0,1,0,0,1
95,2,3,0,0,1,0,0,1
141,2,3,0,0,1,0,0,1
178,2,3,0,0,1,0,0,1
151,2,3,0,0,1,0,0,1
141,2,3,0,0,1,0,0,1
90,1,3,0,0,1,0,0,1
113,2,3,0,0,1,0,0,1
55,2,1,0,0,0,1,0,0
138,2,3,0,0,1,0,0,1
91,1,2,0,0,1,0,0,1
102,2,2,0,0,1,0,0,1
170,3,3,0,0,1,0,0,0
87,2,2,0,0,1,0,0,1
227,4,4,0,0,1,0,0,0
104,2,2,0,0,1,0,0,1
95,1,2,0,0,1,0,0,1
110,2,2,0,0,1,0,0,1
141,2,3,0,0,1,0,0,1
152,2,3,0,0,1,0,0,1
100,2,2,0,0,1,0,0,1
133,2,3,0,0,1,0,0,1
99,2,2,0,0,0,1,0,0
89,2,2,0,0,0,1,0,0
90,2,2,0,0,0,1,0,0
133,3,3,0,0,0,1,0,0
139,2,3,0,0,0,1,0,0
98,2,4,0,0,0,1,0,1
185,4,3,0,0,1,0,0,1
103,2,3,0,0,1,0,0,1
93,4,2,0,0,0,1,0,0
67,1,2,0,0,1,0,0,1
184,4,4,0,0,1,0,0,1
107,2,2,0,0,1,0,0,1
106,3,2,0,0,1,0,0,1
75,1,2,0,0,1,0,0,1
217,2,1,0,0,0,1,0,0
225,3,1,0,0,0,1,0,0
75,2,2,0,0,0,1,0,0
109,2,2,0,0,1,0,0,1
91,1,3,0,0,1,0,0,1
90,2,2,0,0,0,1,0,0
111,3,3,0,0,1,0,0,1
97,2,3,0,0,1,0,0,1
139,2,3,0,0,1,0,0,1
139,2,3,0,0,1,0,0,1
75,2,2,0,0,1,0,0,0
88,2,2,0,0,1,0,0,1
182,4,4,0,0,1,0,0,1
140,2,3,0,0,1,0,0,1
94,2,3,0,0,0,1,0,0
62,1,1,0,0,0,1,0,0
60,1,1,0,0,0,1,0,0
60,1,1,0,0,0,1,0,0
96,2,2,0,0,0,1,0,0
52,1,1,0,0,0,1,0,0
96,2,2,0,0,0,1,0,0
52,1,1,0,0,0,1,0,0
52,1,1,0,0,0,1,0,0
60,1,1,0,0,0,1,0,0
60,1,1,0,0,0,1,0,0
86,2,2,0,0,0,1,0,0
180,1,4,0,0,0,1,0,1
108,1,3,0,0,0,1,0,1
87,2,1,0,0,0,1,0,0
93,1,3,0,0,0,1,0,1
141,2,3,0,0,1,0,0,1
98,2,2,0,0,0,1,0,0
74,1,1,0,0,1,0,0,0
87,2,3,0,0,1,0,0,1
164,3,4,0,0,1,0,0,1
106,2,3,0,0,1,0,0,1
85,2,2,0,0,1,0,0,0
219,5,4,0,0,0,1,0,0
220,2,4,0,0,1,0,0,1
112,2,2,0,0,1,0,0,1
76,2,3,0,0,1,0,0,1
85,1,2,0,0,1,0,0,1
77,1,1,0,0,1,0,0,1
139,3,3,0,0,0,1,0,1
76,1,3,0,0,0,1,0,1
98,2,2,0,0,0,1,0,0
71,1,1,0,0,1,0,0,0
285,3,4,0,0,1,0,0,1
87,2,2,0,0,0,1,0,0
87,2,2,0,0,0,1,0,0
108,2,3,0,0,1,0,0,1
129,3,3,0,0,1,0,0,0
137,3,3,0,0,1,0,0,0
86,1,1,0,0,0,1,0,0
69,1,1,0,0,1,0,0,0
231,4,4,0,0,0,1,0,0
65,1,2,0,0,1,0,0,1
172,3,3,0,0,0,1,0,0
201,4,4,0,0,0,1,0,0
90,2,2,0,0,1,0,0,1
99,1,3,0,0,1,0,0,1
156,3,3,0,0,1,0,0,1
166,3,3,0,0,1,0,0,1
154,3,3,0,0,1,0,0,1
143,3,3,0,0,1,0,0,1
164,3,3,0,0,1,0,0,1
156,3,3,0,0,1,0,0,1
156,3,3,0,0,1,0,0,1
178,4,3,0,0,0,1,0,0
96,2,1,0,0,0,1,0,0
119,3,2,0,0,0,1,0,0
157,4,3,0,0,0,1,0,0
119,3,2,0,0,0,1,0,0
217,4,4,0,0,0,1,0,0
157,4,3,0,0,0,1,0,0
109,3,2,0,0,0,1,0,0
157,4,2,0,0,0,1,0,0
126,2,3,0,0,1,0,0,1
105,2,3,0,0,1,0,0,1
84,2,2,0,0,0,1,0,0
107,2,2,0,0,0,1,0,0
74,2,2,0,0,0,1,0,0
70,2,2,0,0,0,1,0,0
82,2,2,0,0,0,1,0,0
109,2,2,0,0,0,1,0,0
83,2,2,0,0,0,1,0,0
84,2,2,0,0,0,1,0,0
79,2,2,0,0,0,1,0,0
94,2,2,0,0,0,1,0,0
79,2,2,0,0,0,1,0,0
80,2,2,0,0,0,1,0,0
76,2,2,0,0,0,1,0,0
81,2,2,0,0,0,1,0,0
126,2,3,0,0,1,0,0,1
126,2,3,0,0,1,0,0,1
105,2,3,0,0,1,0,0,0
84,3,3,0,0,1,0,0,0
105,3,3,0,0,1,0,0,0
106,2,3,0,0,1,0,0,0
111,2,3,0,0,1,0,0,0
110,2,2,0,0,1,0,0,0
111,3,3,0,0,1,0,0,0
110,3,3,0,0,1,0,0,0
106,2,3,0,0,1,0,0,0
87,2,2,0,0,1,0,0,0
111,3,3,0,0,1,0,0,0
76,1,2,0,0,1,0,0,0
116,3,2,0,0,0,1,0,0
172,2,3,0,0,1,0,0,1
188,2,3,0,0,1,0,0,1
84,2,2,0,0,1,0,0,0
98,2,2,0,0,1,0,0,0
114,2,3,0,0,1,0,0,0
83,2,2,0,0,1,0,0,0
98,2,2,0,0,1,0,0,0
48,1,1,0,0,1,0,0,1
123,2,3,0,0,1,0,0,1
77,1,2,0,0,1,0,0,1
139,2,3,0,0,1,0,0,0
88,1,2,0,0,1,0,0,1
80,1,2,0,0,1,0,0,1
72,2,2,0,0,0,1,0,0
90,1,2,0,0,1,0,0,1
167,3,3,0,0,1,0,0,1
80,3,2,0,0,1,0,0,1
120,2,3,0,0,0,1,0,1
100,2,2,0,0,1,0,0,0
180,1,2,0,0,1,0,0,1
90,2,2,0,0,0,1,0,0
107,2,2,0,0,0,1,0,0
87,1,2,0,0,1,0,0,1
177,5,4,0,0,1,0,0,0
92,2,2,0,0,0,1,0,0
92,2,2,0,0,0,1,0,0
92,2,2,0,0,0,1,0,0
92,2,2,0,0,0,1,0,0
75,1,2,0,0,0,1,0,0
102,2,3,0,0,0,1,0,0
135,2,3,0,0,1,0,0,0
156,2,3,0,0,1,0,0,1
89,2,3,0,0,1,0,0,1
115,2,3,0,0,1,0,0,1
145,3,3,0,0,1,0,0,1
121,3,3,0,0,1,0,0,0
285,3,3,0,0,1,0,0,0
124,2,3,0,0,1,0,0,0
138,2,3,0,0,1,0,0,0
130,3,3,0,0,1,0,0,1
80,3,2,0,0,1,0,0,1
156,3,4,0,0,0,1,0,0
80,1,2,0,0,1,0,0,0
99,2,2,0,0,0,1,0,1
85,2,2,0,0,0,1,0,1
88,2,1,0,0,0,1,0,1
82,2,1,0,0,0,1,0,1
115,2,3,0,0,0,1,0,1
125,3,3,0,0,0,1,0,0
119,3,3,0,0,0,1,0,0
125,3,3,0,0,0,1,0,0
125,3,3,0,0,0,1,0,0
125,3,3,0,0,0,1,0,0
125,3,3,0,0,0,1,0,0
152,3,3,0,0,0,1,0,0
102,2,2,0,0,0,1,0,0
195,2,5,0,0,0,1,0,0
135,2,3,0,0,1,0,0,1
82,1,2,0,0,1,0,0,1
104,2,3,0,0,1,0,0,0
112,2,2,0,0,1,0,0,0
102,2,2,0,0,1,0,0,1
158,3,3,0,0,1,0,0,0
96,1,2,0,0,1,0,0,1
72,2,2,0,0,0,1,0,0
69,1,1,0,0,0,1,0,0
73,1,1,0,0,0,1,0,0
102,1,1,0,0,0,1,0,0
61,1,1,0,0,0,1,0,0
67,1,1,0,0,0,1,0,0
68,1,1,0,0,0,1,0,0
79,1,2,0,0,1,0,0,1
109,3,3,0,0,1,0,0,1
61,1,1,0,0,1,0,0,0
53,1,1,0,0,1,0,0,0
108,2,3,0,0,1,0,0,0
40,1,1,0,0,1,0,0,0
91,2,2,0,0,1,0,0,1
93,2,2,0,0,1,0,0,0
91,2,2,0,0,1,0,0,1
63,1,1,0,0,0,1,0,0
174,3,3,0,0,0,1,0,0
106,2,3,0,0,1,0,0,1
42,1,1,0,0,0,1,0,0
88,3,2,0,0,1,0,0,0
108,3,3,0,0,1,0,0,0
107,4,3,0,0,1,0,0,1
88,3,2,0,0,1,0,0,0
88,3,2,0,0,1,0,0,0
108,4,3,0,0,1,0,0,0
81,3,2,0,0,1,0,0,0
107,3,3,0,0,1,0,0,0
87,3,2,0,0,1,0,0,0
99,3,2,0,0,1,0,0,0
88,3,2,0,0,1,0,0,0
108,4,3,0,0,1,0,0,0
81,3,2,0,0,1,0,0,0
107,4,3,0,0,1,0,0,0
87,3,2,0,0,1,0,0,0
99,3,2,0,0,1,0,0,0
88,3,2,0,0,1,0,0,0
108,4,3,0,0,1,0,0,0
81,3,2,0,0,1,0,0,0
107,4,3,0,0,1,0,0,0
87,3,2,0,0,1,0,0,0
99,3,2,0,0,1,0,0,0
108,4,3,0,0,1,0,0,0
107,4,3,0,0,1,0,0,0
107,4,3,0,0,1,0,0,0
87,3,2,0,0,1,0,0,0
132,4,3,0,0,1,0,0,0
131,4,3,0,0,1,0,0,0
156,3,3,0,0,1,0,0,0
160,3,3,0,0,1,0,0,0
62,1,1,0,0,1,0,0,1
129,3,3,0,0,1,0,0,0
139,3,2,0,0,0,1,0,0
86,1,2,0,0,1,0,0,1
87,1,2,0,0,1,0,0,1
148,3,4,0,0,1,0,0,0
128,3,3,0,0,1,0,0,0
153,3,4,0,0,1,0,0,0
128,3,3,0,0,1,0,0,0
148,3,4,0,0,1,0,0,0
148,3,4,0,0,1,0,0,0
148,3,4,0,0,1,0,0,0
148,3,4,0,0,1,0,0,0
148,3,4,0,0,1,0,0,0
148,3,4,0,0,1,0,0,0
183,3,3,0,0,1,0,0,0
222,3,3,0,0,1,0,0,0
153,3,4,0,0,1,0,0,0
153,3,4,0,0,1,0,0,0
153,3,4,0,0,1,0,0,0
116,3,3,0,0,1,0,0,0
155,3,3,0,0,1,0,0,1
155,3,3,0,0,1,0,0,1
155,3,3,0,0,1,0,0,1
155,3,3,0,0,1,0,0,1
155,3,3,0,0,1,0,0,1
189,3,3,0,0,1,0,0,1
242,2,3,0,0,1,0,0,1
183,3,3,0,0,0,1,0,0
76,4,3,0,0,1,0,0,1
63,1,1,0,0,0,1,0,0
63,1,1,0,0,0,1,0,0
102,2,2,0,0,1,0,0,0
63,1,1,0,0,0,1,0,0
91,1,2,0,0,0,1,0,0
91,1,2,0,0,0,1,0,0
66,2,1,0,0,0,1,0,0
57,1,1,0,0,0,1,0,0
281,5,5,0,0,0,1,0,0
110,2,4,0,0,0,1,0,0
203,3,4,0,0,0,1,0,0
128,3,4,0,0,1,0,0,1
113,2,2,0,0,1,0,0,1
85,3,1,0,0,1,0,0,1
107,3,2,0,0,1,0,0,1
99,2,2,0,0,1,0,0,1
129,3,3,0,0,0,1,0,0
126,3,3,0,0,0,1,0,0
129,3,3,0,0,0,1,0,0
126,3,3,0,0,0,1,0,0
207,3,4,0,0,1,0,0,0
135,2,3,0,0,1,0,0,0
121,2,3,0,0,1,0,0,0
130,2,3,0,0,1,0,0,0
121,2,3,0,0,1,0,0,1
116,2,3,0,0,1,0,0,1
54,1,1,0,0,0,1,0,0
92,1,1,0,0,0,1,0,1
55,1,1,0,0,0,1,0,0
53,1,1,0,0,0,1,0,0
53,1,1,0,0,0,1,0,0
286,4,5,0,0,0,1,0,1
155,3,3,0,0,1,0,0,0
145,3,4,0,0,0,1,0,1
147,4,3,0,0,0,1,0,0
141,3,4,0,0,1,0,0,0
88,2,3,0,0,1,0,0,1
135,3,3,0,0,1,0,0,1
147,2,3,0,0,1,0,0,1
110,2,2,0,0,1,0,0,1
147,2,3,0,0,1,0,0,1
111,2,2,0,0,1,0,0,1
151,2,3,0,0,1,0,0,1
150,2,3,0,0,1,0,0,1
220,2,4,0,0,1,0,0,0
98,2,2,0,0,0,1,0,0
107,3,3,0,0,1,0,0,0
88,2,2,0,0,1,0,0,0
82,2,2,0,0,1,0,0,0
88,2,2,0,0,1,0,0,0
114,2,3,0,0,1,0,0,0
71,2,2,0,0,1,0,0,1
88,2,2,0,0,0,1,0,0
87,2,2,0,0,0,1,0,0
85,2,2,0,0,0,1,0,0
76,2,2,0,0,0,1,0,0
74,1,2,0,0,1,0,0,1
132,2,3,0,0,0,1,0,0
150,2,3,0,0,1,0,0,1
90,2,2,0,0,0,1,0,1
82,1,2,0,0,1,0,0,1
152,2,4,0,0,1,0,0,0
235,3,4,0,0,0,1,0,1
130,2,3,0,0,1,0,0,1
91,2,2,0,0,0,1,0,0
104,2,3,0,0,0,1,0,0
96,2,2,0,0,0,1,0,1
150,4,3,0,0,0,1,0,0
192,5,4,0,0,0,1,0,0
113,4,2,0,0,0,1,0,0
140,2,3,0,0,1,0,0,1
166,3,4,0,0,1,0,0,1
110,3,2,0,0,1,0,0,1
105,1,2,0,0,1,0,0,1
189,3,4,0,0,1,0,0,1
125,2,3,0,0,1,0,0,1
151,4,3,0,0,0,1,0,0
150,4,3,0,0,0,1,0,0
141,4,3,0,0,0,1,0,0
152,4,3,0,0,0,1,0,0
150,4,3,0,0,0,1,0,0
140,4,3,0,0,0,1,0,0
154,4,3,0,0,0,1,0,0
153,4,3,0,0,0,1,0,0
149,4,3,0,0,0,1,0,0
152,4,3,0,0,0,1,0,0
108,3,2,0,0,0,1,0,0
149,4,3,0,0,0,1,0,0
131,3,2,0,0,1,0,0,0
176,4,3,0,0,1,0,0,0
131,3,2,0,0,1,0,0,0
66,1,2,0,0,0,1,0,0
131,4,3,0,0,0,1,0,0
143,3,3,0,0,0,1,0,0
56,2,2,0,0,0,1,0,0
223,2,4,0,0,1,0,0,0
158,2,3,0,0,1,0,0,1
96,2,2,0,0,1,0,0,1
102,2,2,0,0,1,0,0,1
151,3,2,0,0,1,0,0,0
131,3,2,0,0,1,0,0,0
169,4,3,0,0,1,0,0,0
176,4,3,0,0,1,0,0,0
131,3,2,0,0,1,0,0,0
169,4,3,0,0,1,0,0,0
66,1,2,0,0,0,1,0,0
114,2,2,0,0,0,1,0,0
84,1,1,0,0,0,1,0,0
162,2,3,0,0,1,0,0,1
163,2,3,0,0,1,0,0,1
69,1,2,0,0,1,0,0,1
175,3,3,0,0,1,0,0,0
169,4,3,0,0,1,0,0,0
145,2,3,0,0,1,0,0,1
124,1,3,0,0,1,0,0,1
80,1,2,0,0,1,0,0,0
95,2,2,0,0,1,0,0,0
76,1,2,0,0,1,0,0,0
155,2,3,0,0,1,0,0,1
169,4,3,0,0,1,0,0,0
175,3,3,0,0,1,0,0,0
94,2,3,0,0,1,0,0,1
165,3,3,0,0,1,0,0,0
129,3,3,0,0,0,1,0,0
154,2,3,0,0,1,0,0,1
127,3,3,0,0,1,0,0,0
165,3,3,0,0,1,0,0,0
142,3,3,0,0,1,0,0,0
97,2,2,0,0,1,0,0,0
134,2,3,0,0,1,0,0,1
227,3,4,0,0,1,0,0,1
104,2,4,0,0,1,0,0,0
166,3,4,0,0,0,1,0,1
123,2,2,0,0,1,0,0,0
148,3,1,0,0,1,0,0,0
77,2,1,0,0,1,0,0,0
109,2,1,0,0,1,0,0,0
110,2,2,0,0,1,0,0,0
82,2,2,0,0,1,0,0,0
102,2,1,0,0,1,0,0,0
61,2,1,0,0,1,0,0,0
69,2,1,0,0,1,0,0,0
67,2,1,0,0,1,0,0,0
116,3,2,0,0,1,0,0,0
97,2,2,0,0,1,0,0,1
97,2,2,0,0,1,0,0,1
97,2,2,0,0,1,0,0,1
97,2,2,0,0,1,0,0,1
120,2,3,0,0,1,0,0,1
117,2,3,0,0,1,0,0,1
117,2,3,0,0,1,0,0,1
65,1,1,0,0,0,1,0,0
72,2,2,0,0,1,0,0,1
75,1,2,0,0,1,0,0,1
130,2,3,0,0,1,0,0,1
160,2,3,0,0,1,0,0,1
216,1,2,0,0,1,0,0,1
170,3,3,0,0,0,1,0,0
70,2,2,0,0,1,0,0,0
104,3,3,0,0,1,0,0,0
140,3,3,0,0,1,0,0,0
173,2,2,0,0,1,0,0,1
164,3,3,0,0,1,0,0,0
118,2,2,0,0,1,0,0,0
140,3,3,0,0,1,0,0,0
72,1,2,0,0,0,1,0,1
206,3,4,0,0,1,0,0,1
187,3,3,0,0,0,1,0,0
58,1,1,0,0,0,1,0,0
59,1,1,0,0,0,1,0,1
80,1,1,0,0,0,1,0,0
59,1,1,0,0,0,1,0,0
58,3,1,0,0,0,1,0,1
59,1,1,0,0,0,1,0,0
58,1,1,0,0,0,1,0,0
212,2,2,0,0,1,0,0,1
92,1,2,0,0,0,1,0,0
57,1,1,0,0,0,1,0,0
135,4,3,0,0,0,1,0,0
87,2,1,0,0,0,1,0,0
179,3,5,0,0,0,1,0,1
103,2,2,0,0,1,0,0,1
90,1,1,0,0,0,1,0,0
123,2,2,0,0,1,0,0,0
97,2,2,0,0,1,0,0,0
113,2,2,0,0,1,0,0,0
112,2,2,0,0,1,0,0,0
124,2,2,0,0,1,0,0,0
173,3,3,0,0,1,0,0,0
129,2,2,0,0,1,0,0,0
149,3,3,0,0,1,0,0,1
127,3,2,0,0,1,0,0,1
121,2,2,0,0,1,0,0,1
152,3,3,0,0,1,0,0,1
162,6,4,0,0,1,0,0,1
122,4,2,0,0,1,0,0,1
189,3,4,0,0,1,0,0,0
99,2,1,0,0,1,0,0,0
78,2,1,0,0,1,0,0,0
155,3,3,0,0,1,0,0,0
235,4,4,0,0,1,0,0,0
235,4,4,0,0,1,0,0,0
116,2,2,0,0,1,0,0,0
116,2,2,0,0,1,0,0,0
116,2,2,0,0,1,0,0,0
155,3,3,0,0,1,0,0,0
155,3,3,0,0,1,0,0,0
78,2,1,0,0,1,0,0,0
114,2,2,0,0,1,0,0,0
96,2,2,0,0,0,1,0,1
123,2,3,0,0,0,1,0,1
48,1,1,0,0,0,1,0,1
62,1,1,0,0,0,1,0,0
66,1,1,0,0,0,1,0,0
73,1,1,0,0,0,1,0,0
60,1,1,0,0,0,1,0,0
64,1,1,0,0,0,1,0,0
75,1,1,0,0,0,1,0,0
46,1,1,0,0,0,1,0,0
55,1,1,0,0,0,1,0,0
45,1,1,0,0,0,1,0,0
49,1,1,0,0,0,1,0,0
91,1,2,0,0,1,0,0,1
124,2,2,0,0,0,1,0,0
95,1,1,0,0,0,1,0,0
110,2,3,0,0,1,0,0,1
108,2,3,0,0,1,0,0,1
104,2,2,0,0,1,0,0,1
38,2,1,0,0,0,1,0,0
75,1,1,0,0,0,1,0,1
86,1,2,0,0,0,1,0,0
92,2,2,0,0,0,1,0,0
86,1,2,0,0,0,1,0,0
92,2,2,0,0,0,1,0,0
197,3,3,0,0,1,0,0,0
173,3,4,0,0,1,0,0,0
173,3,4,0,0,1,0,0,0
127,2,3,0,0,1,0,0,1
127,2,3,0,0,1,0,0,1
143,2,2,0,0,1,0,0,1
127,2,3,0,0,1,0,0,1
143,2,3,0,0,1,0,0,1
78,2,2,0,0,0,1,0,0
42,1,1,0,0,0,1,0,0
29,1,1,0,0,0,1,0,0
215,4,4,0,0,1,0,0,0
203,3,3,0,0,1,0,0,1
60,1,2,0,0,1,0,0,1
131,4,3,0,0,1,0,0,0
80,1,1,0,0,0,1,0,0
122,2,3,0,0,0,1,0,0
144,3,3,0,0,0,1,0,0
153,3,4,0,0,0,1,0,0
80,2,3,0,0,1,0,0,1
136,3,3,0,0,0,1,0,0
136,3,3,0,0,0,1,0,0
274,4,4,0,0,1,0,0,0
97,2,2,0,0,1,0,0,0
222,6,5,0,0,0,1,0,0
120,2,1,0,0,0,1,0,0
92,1,3,0,0,0,1,0,0
108,1,2,0,0,0,1,0,0
82,1,3,0,0,0,1,0,0
85,1,3,0,0,0,1,0,0
92,1,3,0,0,0,1,0,0
163,3,3,0,0,0,1,0,0
63,1,1,0,0,0,1,0,0
155,2,3,0,0,0,1,0,0
43,1,1,0,0,0,1,0,0
94,2,2,0,0,1,0,0,1
80,1,3,0,0,1,0,0,1
119,3,3,0,0,1,0,0,0
206,2,5,0,0,1,0,0,1
233,2,3,0,0,1,0,0,0
233,4,4,0,0,0,0,1,0
138,3,4,0,0,1,0,0,0
154,2,3,0,0,0,0,1,0
84,2,4,0,1,0,0,0,0
96,2,2,0,0,1,0,0,1
108,2,4,1,0,0,0,0,0
170,3,3,0,0,1,0,0,0
44,1,1,0,0,1,0,0,1
171,2,3,0,0,1,0,0,1
180,1,2,0,0,1,0,0,1
82,3,3,0,0,1,0,0,1
45,1,1,0,0,1,0,0,0
138,2,4,0,0,0,0,1,0
180,2,3,0,0,0,0,1,1
174,4,3,0,0,1,0,0,1
245,3,3,1,0,0,0,0,0
132,3,4,0,0,0,0,1,1
125,3,3,1,0,0,0,0,0
159,3,3,1,0,0,0,0,0
260,4,5,0,0,1,0,0,0
146,2,4,0,0,1,0,0,1
85,1,2,0,0,1,0,0,0
110,2,3,0,0,1,0,0,0
233,3,3,0,0,1,0,0,1
148,2,3,0,0,1,0,0,1
167,2,2,0,0,1,0,0,1
127,1,2,0,0,1,0,0,1
120,2,3,0,0,1,0,0,0
232,2,3,0,0,1,0,0,0
85,2,2,0,0,0,0,1,0
114,1,2,0,0,1,0,0,0
181,4,3,1,0,0,0,0,0
102,2,3,1,0,0,0,0,0
217,3,4,0,0,0,0,1,0
260,6,6,0,0,0,0,1,0
240,3,4,0,0,1,0,0,0
225,3,4,0,0,1,0,0,0
210,4,6,0,0,1,0,0,0
109,2,2,0,0,1,0,0,1
122,2,3,0,0,1,0,0,0
218,3,3,0,0,0,0,1,0
183,3,5,0,0,1,0,0,0
80,1,4,1,0,0,0,0,0
136,2,3,0,0,0,0,1,0
111,3,3,0,0,1,0,0,0
240,3,5,0,0,1,0,0,0
102,2,4,1,0,0,0,0,0
179,4,4,0,0,1,0,0,0
140,1,3,0,0,0,0,1,1
130,3,3,0,0,0,0,1,0
225,2,5,0,0,1,0,0,1
157,2,5,0,0,1,0,0,0
221,4,3,0,0,1,0,0,1
90,1,2,0,0,1,0,0,1
172,3,3,0,0,1,0,0,1
51,2,1,0,0,1,0,0,1
272,4,3,0,0,1,0,0,1
151,1,2,0,0,1,0,0,1
67,1,2,0,0,1,0,0,0
54,1,2,1,0,0,0,0,1
127,1,3,0,0,1,0,0,0
45,1,1,0,0,1,0,0,1
82,2,3,0,0,1,0,0,0
75,1,2,0,0,1,0,0,0
44,1,2,0,0,1,0,0,1
172,4,4,1,0,0,0,0,0
228,3,4,0,0,1,0,0,1
63,1,2,0,0,1,0,0,1
202,4,5,1,0,0,0,0,0
264,4,4,0,0,1,0,0,1
159,3,3,0,0,1,0,0,0
234,6,5,0,0,0,0,1,0
172,3,3,1,0,0,0,0,0
191,4,4,0,0,0,0,1,1
180,8,3,0,0,1,0,0,1
273,5,4,0,0,1,0,0,0
102,1,2,0,0,1,0,0,0
235,3,3,0,0,1,0,0,0
171,3,3,0,0,1,0,0,0
104,4,3,0,0,1,0,0,0
62,1,1,0,0,1,0,0,1
255,5,4,0,0,1,0,0,0
233,3,5,1,0,0,0,0,0
154,1,2,0,0,1,0,0,1
175,2,4,0,0,1,0,0,0
205,4,3,0,0,1,0,0,0
154,3,4,1,0,0,0,0,0
30,1,1,0,0,0,0,1,1
230,3,4,0,0,1,0,0,1
253,4,4,0,0,0,0,1,0
128,1,2,0,0,0,0,1,1
224,4,5,0,0,1,0,0,0
116,2,3,0,0,1,0,0,0
217,3,3,1,0,0,0,0,0
192,3,3,0,0,1,0,0,1
216,2,3,0,0,1,0,0,0
248,3,7,0,0,1,0,0,0
159,2,4,0,0,1,0,0,1
241,3,4,1,0,0,0,0,1
167,3,4,0,0,1,0,0,1
130,3,5,0,0,1,0,0,0
220,4,4,0,0,1,0,0,0
115,1,2,0,0,1,0,0,1
114,3,3,1,0,0,0,0,0
211,5,4,0,0,1,0,0,0
165,1,2,0,0,1,0,0,1
223,3,2,0,0,1,0,0,1
152,2,3,1,0,0,0,0,0
141,2,4,0,0,1,0,0,0
155,3,3,0,0,1,0,0,0
179,4,4,0,0,1,0,0,1
36,1,1,0,0,1,0,0,1
162,6,5,0,0,1,0,0,0
132,2,6,0,0,0,0,1,1
203,2,3,0,0,1,0,0,0
124,4,2,1,0,0,0,0,0
89,1,3,1,0,0,0,0,1
188,4,4,0,0,1,0,0,0
280,5,6,0,0,1,0,0,0
180,3,3,1,0,0,0,0,1
103,4,4,0,0,1,0,0,1
59,1,4,0,0,1,0,0,1
168,3,4,0,0,1,0,0,1
240,3,4,0,0,1,0,0,0
208,4,4,0,0,1,0,0,1
180,2,4,0,1,0,0,0,0
116,2,2,0,0,1,0,0,0
235,3,4,0,0,1,0,0,0
285,1,3,0,0,1,0,0,1
137,3,2,0,0,1,0,0,0
207,2,5,0,0,1,0,0,0
121,2,4,0,0,1,0,0,1
179,2,3,0,0,0,0,1,0
164,5,6,1,0,0,0,0,0
148,2,3,0,1,0,0,0,0
100,2,2,0,0,0,0,1,1
262,3,3,0,0,1,0,0,0
104,2,2,0,0,1,0,0,0
184,3,4,0,0,0,0,1,0
101,1,2,0,0,1,0,0,0
218,3,6,0,0,1,0,0,1
100,1,2,0,0,1,0,0,0
286,4,4,0,0,1,0,0,0
151,3,3,0,0,1,0,0,1
250,4,5,0,0,1,0,0,0
38,1,1,0,1,0,0,0,1
155,2,3,0,0,1,0,0,0
175,3,4,0,0,1,0,0,0
